일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2024-12-31,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,975,72,21,1567516
2024-12-31,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,917,105,27,1359099
2024-12-31,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1668,119,51,2470505
2024-12-31,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,2121,221,50,4000976
2024-12-31,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1019,90,18,1017423
2024-12-31,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1059,161,32,2037337
2024-12-31,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,2021,165,57,4185427
2024-12-31,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1384,127,26,1687477
2024-12-31,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,931,89,35,1777948
2024-12-31,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,864,72,28,1730682
2024-12-31,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,756,68,29,2277027
2024-12-31,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1160,83,42,2560975
2024-12-31,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1452,145,29,1827782
2024-12-31,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,849,76,22,1300031
2024-12-31,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1281,151,31,2679643
2024-12-31,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1695,154,38,2421619
2024-12-31,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,913,113,39,2156445
2024-12-31,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,812,61,14,690476
2024-12-31,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,820,32,3,341871
2024-12-31,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,519,31,7,418902
2024-12-31,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,908,42,13,592117
2024-12-31,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,762,40,9,727307
2024-12-31,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,730,85,10,793610
2024-12-31,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,168,7,2,196055
2024-12-31,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,241,13,6,517263
2024-12-31,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,216,12,5,714217
2024-12-31,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,610,29,14,1043105
2024-12-31,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,351,31,9,546229
2024-12-31,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,350,13,7,578271
2024-12-31,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,779,164,65,6781363
2024-12-31,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,1096,217,43,2378048
2024-12-31,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,857,87,39,3307217
2024-12-31,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,355,48,22,2863583
2024-12-31,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,259,21,11,1740463
2024-12-31,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,268,15,11,1025436
2024-12-31,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,722,31,28,2493441
2024-12-31,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,496,41,17,2254226
2024-12-31,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,534,40,27,2622408
